Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Adj
1981-04-15,0.093029103398106,0.093029103398106,0.0925923734903335,0.0925923734903335,34048000,0.0,0.0,
1981-04-16,0.0877875842747849,0.0877875842747849,0.0873508602380752,0.0873508602380752,23878400,0.0,0.0,
1981-04-20,0.0899712070822715,0.0904079310468017,0.0899712070822715,0.0899712070822715,35347200,0.0,0.0,
1981-04-21,0.0960861966013908,0.0965229265417709,0.0960861966013908,0.0960861966013908,28537600,0.0,0.0,
1981-04-22,0.0995800048112869,0.1000167347166342,0.0995800048112869,0.0995800048112869,18995200,0.0,0.0,
1981-04-23,0.1022003665566444,0.1026370964860866,0.1022003665566444,0.1022003665566444,58016000,0.0,0.0,
1981-04-24,0.102200383332914,0.102200383332914,0.101326934993267,0.101326934993267,35056000,0.0,0.0,
1981-04-27,0.1008901736908808,0.1008901736908808,0.1004534438252449,0.1004534438252449,38528000,0.0,0.0,
1981-04-28,0.0991432733440543,0.0991432733440543,0.0987065434455871,0.0987065434455871,32188800,0.0,0.0,
1981-04-29,0.0978330828591926,0.0978330828591926,0.0973963588476181,0.0973963588476181,13641600,0.0,0.0,
1981-04-30,0.0991432890295982,0.1000167489647234,0.0991432890295982,0.0991432890295982,12611200,0.0,0.0,
1981-05-01,0.0991432890295982,0.1000167489647234,0.0991432890295982,0.0991432890295982,16553600,0.0,0.0,
1981-05-04,0.0991432733440543,0.0991432733440543,0.0987065434455871,0.0987065434455871,14448000,0.0,0.0,
1981-05-05,0.0987065459106583,0.0987065459106583,0.0982698276638984,0.0982698276638984,17539200,0.0,0.0,
1981-05-06,0.0960861899975985,0.0960861899975985,0.0956494659185409,0.0956494659185409,18950400,0.0,0.0,
1981-05-07,0.0969596356153488,0.0973963654880053,0.0969596356153488,0.0969596356153488,9363200,0.0,0.0,
1981-05-08,0.097833089530468,0.0982698194031295,0.097833089530468,0.0978330895304679,7907200,0.0,0.0,
1981-05-11,0.0960861899975985,0.0960861899975985,0.0956494659185409,0.0956494659185409,11939200,0.0,0.0,
1981-05-12,0.0956494659185409,0.0969596439870206,0.0956494659185409,0.0956494659185409,4256000,0.0,0.0,
1981-05-13,0.0956494651425123,0.0965229191248479,0.095212735235691,0.095212735235691,4905600,0.0,0.0,
1981-05-14,0.0947760045592233,0.0947760045592233,0.093902550637722,0.093902550637722,4928000,0.0,0.0,
1981-05-15,0.0960861966013908,0.0973963805912236,0.0960861966013908,0.0960861966013908,4905600,0.0,0.0,
1981-05-18,0.097833089530468,0.0987065376131779,0.097833089530468,0.0978330895304679,4166400,0.0,0.0,
1981-05-19,0.0965229265417709,0.0965229265417709,0.0960861966013908,0.0960861966013908,25424000,0.0,0.0,
1981-05-20,0.0991432890295982,0.1000167489647234,0.0991432890295982,0.0991432890295982,13283200,0.0,0.0,
1981-05-21,0.1048215255141258,0.1052582554837667,0.1048215255141258,0.1048215255141258,32211200,0.0,0.0,
1981-05-22,0.1096254512667656,0.1104989106568712,0.1096254512667656,0.1096254512667656,31427200,0.0,0.0,
1981-05-26,0.1096255208499472,0.1096255208499472,0.1091888025403022,0.1091888025403022,85344000,0.0,0.0,
1981-05-27,0.1153029724955558,0.115739702456431,0.1153029724955558,0.1153029724955558,149497600,0.0,0.0,
1981-05-28,0.1153029724955558,0.115739702456431,0.1153029724955558,0.1153029724955558,73987200,0.0,0.0,
1981-05-29,0.1157396659255027,0.1161771771435216,0.1157396659255027,0.1157396659255027,59382400,0.0,0.0,
1981-06-01,0.1157396659255027,0.1161771771435216,0.1157396659255027,0.1157396659255027,51251200,0.0,0.0,
1981-06-02,0.1104989864500349,0.1104989864500349,0.1100622564554214,0.1100622564554214,40432000,0.0,0.0,
1981-06-03,0.1100622564554214,0.110935704782032,0.1100622564554214,0.1100622564554214,39446400,0.0,0.0,
1981-06-04,0.1122459024190902,0.1126826207808639,0.1122459024190902,0.1122459024190902,56067200,0.0,0.0,
1981-06-05,0.1109357129530155,0.1109357129530155,0.1104989945888519,0.1104989945888519,57680000,0.0,0.0,
1981-06-08,0.1070051408690824,0.1070051408690824,0.1065684109926223,0.1065684109926223,93497600,0.0,0.0,
1981-06-09,0.1087520793080329,0.1091888093073603,0.1087520793080329,0.1087520793080329,119593600,0.0,0.0,
1981-06-10,0.1100622564554214,0.1113724347766454,0.1100622564554214,0.1100622564554214,25222400,0.0,0.0,
1981-06-11,0.1148662492632865,0.1153029792497444,0.1148662492632865,0.1148662492632865,38976000,0.0,0.0,
1981-06-12,0.1139927647106009,0.1139927647106009,0.1135560348629951,0.1135560348629951,25804800,0.0,0.0,
1981-06-15,0.1135560115864892,0.1135560115864892,0.1131192818284034,0.1131192818284034,143763200,0.0,0.0,
1981-06-16,0.1113723955076832,0.1113723955076832,0.110935665667057,0.110935665667057,37251200,0.0,0.0,
1981-06-17,0.1096255208499472,0.1096255208499472,0.1091888025403022,0.1091888025403022,27574400,0.0,0.0,
1981-06-18,0.1091888093073603,0.1096255276440712,0.1087520793080329,0.1087520793080329,23049600,0.0,0.0,
1981-06-19,0.1061316752672827,0.1061316752672827,0.1056949570775032,0.1056949570775032,27507200,0.0,0.0,
1981-06-22,0.1022003540873388,0.1022003540873388,0.1017636358737945,0.1017636358737945,10841600,0.0,0.0,
1981-06-23,0.1035105735063552,0.1043848032427458,0.1035105735063552,0.1035105735063552,15030400,0.0,0.0,
1981-06-24,0.1017636643067786,0.1017636643067786,0.1008902043104171,0.1008902043104171,23027200,0.0,0.0,
1981-06-25,0.1030738651752471,0.1035105952689166,0.1030738651752471,0.1030738651752471,24259200,0.0,0.0,
1981-06-26,0.1026370839634963,0.1026370839634963,0.1017636358737945,0.1017636358737945,23788800,0.0,0.0,
1981-06-29,0.0991432758200323,0.0991432758200323,0.0982698276638984,0.0982698276638984,10595200,0.0,0.0,
1981-06-30,0.0912814448538513,0.0912814448538513,0.0908447206020355,0.0908447206020355,35907200,0.0,0.0,
1981-07-01,0.0904079310468017,0.0904079310468017,0.0899712070822715,0.0899712070822715,170464000,0.0,0.0,
1981-07-02,0.0899712070822715,0.0904079310468017,0.0899712070822715,0.0899712070822715,30284800,0.0,0.0,
1981-07-06,0.0877876060281308,0.0877876060281308,0.0869141519069671,0.0869141519069671,16531200,0.0,0.0,
1981-07-07,0.0877875983715057,0.0886610524164887,0.0877875983715057,0.0877875983715057,15836800,0.0,0.0,
1981-07-08,0.0912814065814018,0.0917189178765414,0.0912814065814018,0.0912814065814018,16620800,0.0,0.0,
1981-07-09,0.0847304918119825,0.0847304918119825,0.0842937678098678,0.0842937678098678,32883200,0.0,0.0,
1981-07-10,0.078178816384159,0.078178816384159,0.0777420923113823,0.0777420923113823,55171200,0.0,0.0,
1981-07-13,0.0794897601008415,0.0799264898864743,0.0794897601008415,0.0794897601008415,45740800,0.0,0.0,
1981-07-14,0.08298359811306,0.0838570520956609,0.08298359811306,0.08298359811306,19779200,0.0,0.0,
1981-07-15,0.0851672142744064,0.0856039382387238,0.0851672142744064,0.0851672142744064,10953600,0.0,0.0,
1981-07-16,0.0873508602380752,0.0882243141428011,0.0873508602380752,0.0873508602380752,15232000,0.0,0.0,
1981-07-17,0.090407945215702,0.0908446750799829,0.090407945215702,0.090407945215702,19824000,0.0,0.0,
1981-07-20,0.0847304918119825,0.0847304918119825,0.0842937678098678,0.0842937678098678,23654400,0.0,0.0,
1981-07-21,0.0842937969135485,0.0842937969135485,0.0838570669293403,0.0838570669293403,31942400,0.0,0.0,
1981-07-22,0.0799265031191171,0.0799265031191171,0.0790522620081901,0.0790522620081901,22668800,0.0,0.0,
1981-07-23,0.0812367126345634,0.0816734426624063,0.0812367126345634,0.0812367126345634,34451200,0.0,0.0,
1981-07-24,0.0838570669293403,0.0842937969135485,0.0838570669293403,0.0838570669293403,28851200,0.0,0.0,
1981-07-27,0.0873508602380752,0.0877875842747849,0.0873508602380752,0.0873508602380752,17337600,0.0,0.0,
1981-07-28,0.0847304918119825,0.0847304918119825,0.0842937678098678,0.0842937678098678,22848000,0.0,0.0,
1981-07-29,0.0834203280200139,0.0834203280200139,0.08298359811306,0.08298359811306,15500800,0.0,0.0,
1981-07-30,0.0860406905412674,0.0869141445888871,0.0860406905412674,0.0860406905412674,9900800,0.0,0.0,
1981-07-31,0.0873508602380752,0.0877875842747849,0.0873508602380752,0.0873508602380752,10953600,0.0,0.0,
1981-08-03,0.0873508677534112,0.0873508677534112,0.0864774137735366,0.0864774137735366,12432000,0.0,0.0,
1981-08-04,0.0877875983715057,0.0882243283096509,0.0877875983715057,0.0877875983715057,31673600,0.0,0.0,
1981-08-05,0.090407945215702,0.0908446750799829,0.090407945215702,0.090407945215702,17494400,0.0,0.0,
1981-08-06,0.0886610606523419,0.0886610606523419,0.0882243365049362,0.0882243365049362,10528000,0.0,0.0,
1981-08-07,0.0882243365049362,0.0886610606523419,0.0882243365049362,0.0882243365049362,9206400,0.0,0.0,
1981-08-10,0.0882243365049362,0.0882243365049362,0.0882243365049362,0.0882243365049362,0,0.0,0.0,
1981-08-11,0.0864774138389527,0.0864774138389527,0.0856039598584175,0.0856039598584175,71456000,0.0,0.0,
1981-08-12,0.0842937969135485,0.0842937969135485,0.0838570669293403,0.0838570669293403,26275200,0.0,0.0,
1981-08-13,0.0816734426624063,0.0816734426624063,0.0812367126345634,0.0812367126345634,27484800,0.0,0.0,
1981-08-14,0.0807999595974609,0.0807999595974609,0.0799265056848526,0.0799265056848526,24192000,0.0,0.0,
1981-08-17,0.0781788382008823,0.0781788382008823,0.0773053839802742,0.0773053839802742,18905600,0.0,0.0,
1981-08-18,0.076431885157452,0.076431885157452,0.0755584314465522,0.0755584314465522,17001600,0.0,0.0,
1981-08-19,0.0755584538530937,0.0755584538530937,0.0746849998831749,0.0746849998831749,20675200,0.0,0.0,
1981-08-20,0.0755584314465522,0.0759951612176547,0.0755584314465522,0.0755584314465522,17113600,0.0,0.0,
1981-08-21,0.0711911766653394,0.0711911766653394,0.0703177228569984,0.0703177228569984,41910400,0.0,0.0,
1981-08-24,0.0663864233190367,0.0663864233190367,0.0659496933221817,0.0659496933221817,23072000,0.0,0.0,
1981-08-25,0.0676974058151245,0.0681341300899632,0.0676974058151245,0.0676974058151245,40700800,0.0,0.0,
1981-08-26,0.0668231481750912,0.0668231481750912,0.0663864240050315,0.0663864240050315,33600000,0.0,0.0,
1981-08-27,0.0668231472373008,0.0672606586278365,0.0668231472373008,0.0668231472373008,25916800,0.0,0.0,
1981-08-28,0.0703177228569984,0.070754446845516,0.0703177228569984,0.0703177228569984,38035200,0.0,0.0,
1981-08-31,0.0703177228569984,0.070754446845516,0.0703177228569984,0.0703177228569984,40947200,0.0,0.0,
1981-09-01,0.0746849998831749,0.0751217297837878,0.0746849998831749,0.0746849998831749,37027200,0.0,0.0,
1981-09-02,0.0759951919317245,0.0764319160480274,0.0759951919317245,0.0759951919317245,19376000,0.0,0.0,
1981-09-03,0.0729380920390509,0.0729380920390509,0.0720646381378173,0.0720646381378173,37475200,0.0,0.0,
1981-09-04,0.0716279082575765,0.0716279082575765,0.0711911842226982,0.0711911842226982,15254400,0.0,0.0,
1981-09-08,0.0694442980636482,0.0694442980636482,0.0690075680613517,0.0690075680613517,25446400,0.0,0.0,
1981-09-09,0.0690075680613517,0.0694442980636482,0.0690075680613517,0.0690075680613517,30531200,0.0,0.0,
1981-09-10,0.0694442689418792,0.0698809929297253,0.0694442689418792,0.0694442689418792,34809600,0.0,0.0,
1981-09-11,0.0690075240178516,0.0690075240178516,0.0685708001255989,0.0685708001255989,17539200,0.0,0.0,
1981-09-14,0.0668231481750912,0.0668231481750912,0.0663864240050315,0.0663864240050315,27686400,0.0,0.0,
1981-09-15,0.0650762253464783,0.0650762253464783,0.064639501273632,0.064639501273632,19510400,0.0,0.0,
1981-09-16,0.063766054076834,0.063766054076834,0.0633293241262435,0.0633293241262435,19353600,0.0,0.0,
1981-09-17,0.0620191237385348,0.0620191237385348,0.0615823939442634,0.0615823939442634,19376000,0.0,0.0,
1981-09-18,0.0620191432535648,0.0624558673539509,0.0620191432535648,0.0620191432535648,26320000,0.0,0.0,
1981-09-21,0.0624558627605438,0.0628925926601173,0.0624558627605438,0.0624558627605438,49033600,0.0,0.0,
1981-09-22,0.0593987898911191,0.0593987898911191,0.0589620657265186,0.0589620657265186,47420800,0.0,0.0,
1981-09-23,0.0585253050285269,0.0585253050285269,0.0576518513262271,0.0576518513262271,28201600,0.0,0.0,
1981-09-24,0.0576518708034504,0.0576518708034504,0.0572151467204093,0.0572151467204093,18300800,0.0,0.0,
1981-09-25,0.0506634563850311,0.0506634563850311,0.0497900024056434,0.0497900024056434,34608000,0.0,0.0,
1981-09-28,0.0502267219126224,0.0506634517782584,0.0502267219126224,0.0502267219126224,91728000,0.0,0.0,
1981-09-29,0.0528470762073993,0.0532838060118392,0.0528470762073993,0.0528470762073993,94684800,0.0,0.0,
1981-09-30,0.0532838217914104,0.0537205458938769,0.0532838217914104,0.0532838217914104,49996800,0.0,0.0,
1981-10-01,0.0532838217914104,0.0537205458938769,0.0532838217914104,0.0532838217914104,61129600,0.0,0.0,
1981-10-02,0.0576518513262271,0.0580885810930296,0.0576518513262271,0.0576518513262271,45046400,0.0,0.0,
1981-10-05,0.0593988075852394,0.0602722620059392,0.0593988075852394,0.0593988075852394,43097600,0.0,0.0,
1981-10-06,0.0593987898911191,0.0593987898911191,0.0589620657265186,0.0589620657265186,28358400,0.0,0.0,
1981-10-07,0.0624558627605438,0.0633293167283839,0.0624558627605438,0.0624558627605438,38841600,0.0,0.0,
1981-10-08,0.064639501273632,0.0650762253464783,0.064639501273632,0.064639501273632,31091200,0.0,0.0,
1981-10-09,0.0650762245059013,0.0659496784716186,0.0650762245059013,0.0650762245059013,54521600,0.0,0.0,
1981-10-12,0.0672606378793716,0.0676973677398887,0.0672606378793716,0.0672606378793716,27350400,0.0,0.0,
1981-10-13,0.0672606378793716,0.0681340917690993,0.0672606378793716,0.0672606378793716,44195200,0.0,0.0,
1981-10-14,0.063766054076834,0.063766054076834,0.0633293241262435,0.0633293241262435,30979200,0.0,0.0,
1981-10-15,0.064639501273632,0.0650762253464783,0.064639501273632,0.064639501273632,29433600,0.0,0.0,
1981-10-16,0.0642027639301744,0.0642027639301744,0.0637660399079322,0.0637660399079322,36467200,0.0,0.0,
1981-10-19,0.0650762245059013,0.0655129544044134,0.0650762245059013,0.0650762245059013,20585600,0.0,0.0,
1981-10-20,0.0685708001255989,0.0690075240178516,0.0685708001255989,0.0685708001255989,35728000,0.0,0.0,
1981-10-21,0.0685708001255989,0.0690075240178516,0.0685708001255989,0.0685708001255989,76899200,0.0,0.0,
1981-10-22,0.0685708291535084,0.0685708291535084,0.0681340992450714,0.0681340992450714,32278400,0.0,0.0,
1981-10-23,0.0668231481750912,0.0668231481750912,0.0663864240050315,0.0663864240050315,27910400,0.0,0.0,
1981-10-26,0.0663864240050315,0.0668231481750912,0.0663864240050315,0.0663864240050315,27283200,0.0,0.0,
1981-10-27,0.0676974058151245,0.0685708601961115,0.0676974058151245,0.0676974058151245,85590400,0.0,0.0,
1981-10-28,0.0698810145258903,0.0703177444800101,0.0698810145258903,0.0698810145258903,44172800,0.0,0.0,
1981-10-29,0.0694442980636482,0.0694442980636482,0.0690075680613517,0.0690075680613517,30486400,0.0,0.0,
1981-10-30,0.0698810145258903,0.0703177444800101,0.0698810145258903,0.0698810145258903,52729600,0.0,0.0,
1981-11-02,0.0698810145258903,0.0703177444800101,0.0698810145258903,0.0698810145258903,36915200,0.0,0.0,
1981-11-03,0.0694442980636482,0.0694442980636482,0.0690075680613517,0.0690075680613517,28380800,0.0,0.0,
1981-11-04,0.0676973677398887,0.0676973677398887,0.0672606378793716,0.0672606378793716,23811200,0.0,0.0,
1981-11-05,0.0628925926601173,0.0628925926601173,0.0624558627605438,0.0624558627605438,23363200,0.0,0.0,
1981-11-06,0.0628925934433937,0.0633293175170993,0.0628925934433937,0.0628925934433937,24595200,0.0,0.0,
1981-11-09,0.0637660399079322,0.0642027639301744,0.0637660399079322,0.0637660399079322,20384000,0.0,0.0,
1981-11-10,0.0642027780413627,0.0646395079909005,0.0642027780413627,0.0642027780413627,16755200,0.0,0.0,
1981-11-11,0.0659496933221817,0.0663864233190367,0.0659496933221817,0.0659496933221817,27440000,0.0,0.0,
1981-11-12,0.0681340992450714,0.0685708291535084,0.0681340992450714,0.0681340992450714,39916800,0.0,0.0,
1981-11-13,0.063766054076834,0.063766054076834,0.0633293241262435,0.0633293241262435,21011200,0.0,0.0,
1981-11-16,0.0628925926601173,0.0628925926601173,0.0624558627605438,0.0624558627605438,22556800,0.0,0.0,
1981-11-17,0.0637660399079322,0.0642027639301744,0.0637660399079322,0.0637660399079322,35414400,0.0,0.0,
1981-11-18,0.0659496933221817,0.0663864233190367,0.0659496933221817,0.0659496933221817,29142400,0.0,0.0,
1981-11-19,0.0659496933221817,0.0663864233190367,0.0659496933221817,0.0659496933221817,40006400,0.0,0.0,
1981-11-20,0.0663864240050315,0.0668231481750912,0.0663864240050315,0.0663864240050315,38102400,0.0,0.0,
1981-11-23,0.0642027781961168,0.0642027781961168,0.0633293241262435,0.0633293241262435,22960000,0.0,0.0,
1981-11-24,0.0633293175170993,0.0633293175170993,0.0628925934433937,0.0628925934433937,22153600,0.0,0.0,
1981-11-25,0.0642027780413627,0.0646395079909005,0.0642027780413627,0.0642027780413627,52550400,0.0,0.0,
1981-11-27,0.0659496933221817,0.0663864233190367,0.0659496933221817,0.0659496933221817,37251200,0.0,0.0,
1981-11-30,0.0655129544044134,0.0655129544044134,0.0650762245059013,0.0650762245059013,23968000,0.0,0.0,
1981-12-01,0.0650762245059013,0.0655129544044134,0.0650762245059013,0.0650762245059013,23385600,0.0,0.0,
1981-12-02,0.0655129477381706,0.0659496717609371,0.0655129477381706,0.0655129477381706,37564800,0.0,0.0,
1981-12-03,0.0650762253464783,0.0650762253464783,0.064639501273632,0.064639501273632,20428800,0.0,0.0,
1981-12-04,0.0663864240050315,0.0668231481750912,0.0663864240050315,0.0663864240050315,137155200,0.0,0.0,
1981-12-07,0.0668231472373008,0.0672606586278365,0.0668231472373008,0.0668231472373008,59292800,0.0,0.0,
1981-12-08,0.0663864016150099,0.0663864016150099,0.0655129477381706,0.0655129477381706,50624000,0.0,0.0,
